review_text,sentiment,cluster12,cluster_label,x,y
Simple and easy to use!,Positive,3,Ease of use,13.796763,1.0447366
"Efficient after set-up. Makes tracking easy. Would like to be able to set incriments on each individual category. Not a plus or minus ""1"" only",Positive,5,Habit tracking,15.03561,3.3792095
It's not what i need,Neutral,3,Ease of use,13.391018,1.4376982
"I logged in with Facebook. I upgraded to the pro version. Checked the planner a day later and had to log in again. Now it says to upgrade to the pro version again and if I click it, Play says I'm already subscribed to it.",Negative,9,Sync & login issues,9.112753,4.503122
Its great app & it should be complete free but of course nor maybe few updates.... Than I'll rate 5,Positive,2,General positive,10.528623,2.952655
Great app. Must have.,Positive,2,General positive,11.516286,2.1177237
Perfect for establishing a daily routine!,Positive,5,Habit tracking,14.87522,2.8795593
Great experience. This app has made me more productive and engaged! Love it,Positive,2,General positive,13.091017,3.02029
The app doesn't notify me when the task is ready to do. Please fix it or tell me what to do. Only when runs the app tasks work.,Negative,4,Reminders & notifications,12.255633,6.759666
"This is unforgivably close to perfect. Why no timer? So many tasks are long-term and need to be chipped away at bit by bit. You could have it where once a task was selected, the timer would start, and you would earn a certain amount of experience and coin for every x amount of minutes completed.  As it is, I have two pair this app with a different promodo app.",Neutral,8,General task/app praise,14.495058,5.2909155
"This app is really good. I want to suggest to that the app should have a ""Rest Day"" option or something similar. That you can activate it anytime you want and while activated, the tasks will be put into a halt including penalty and overdue. It is useful if you are on vacation or there's an occasion you need to attend and makes you unable to finish the daily tasks.",Positive,8,General task/app praise,14.409233,5.0481467
"I like the app, but wish I could have smaller text on the Android version where the actual list is, that is, text which is a little smaller in size as on some of the main screens.",Neutral,7,App stability & updates,12.8297825,4.397169
It was okay could be better,Negative,3,Ease of use,12.596778,0.85064596
Update killed it a few months ago. The notes were all wrongly ordered. Pointed out the issues to the developer 1.5 months ago but no fix till date. Giving up on this app.,Negative,7,App stability & updates,11.393805,5.976559
The statistics show I missed everything in a day even though I completed 90% of the tasks,Neutral,0,Task management,13.394402,6.101517
nur 9 listen erlaubt in kostenlose version,Negative,3,Ease of use,9.9869585,0.50901586
Easy to use,Positive,3,Ease of use,13.781792,0.99337965
Pretty useful. If you sign in to your account you can see the same information on your Windows computer.,Neutral,3,Ease of use,12.39803,2.275469
"I have US holidays turned on, and some holidays are showing, but many major holidays stopped showing, such as Thanksgiving and Christmas.",Negative,10,Calendar integration,16.123672,7.408119
"I didn't have high expectations when I downloaded the app, especially based on this lame app icon (sorry but it's true). I really liked the functionality, I hope there will be more customization in terms of fonts, background colors, text colors, category colors, categories shown as a vertical or horizontal lists or general view - the app would be amazing. Also I would be willing to pay for this app when it's more customizable but ONLY a flat rate, I'm sick of subscriptions! The feel so forced!",Neutral,7,App stability & updates,12.097772,3.7750802
Love this app!! I'm much more organized with it!,Positive,2,General positive,13.678483,4.0184803
"This app doesn't seem to show multiple calenders for the same google account. P.S. In my Google calendar, the desired calendar has got Sync enabled still the issue exists. P.S. 2- In the My Calenders menu, it is not even showing the second calender which I have made for the same google account.",Negative,10,Calendar integration,15.613219,7.353081
Cross enters info amomgst calendars its a very good apl,Positive,10,Calendar integration,16.44649,6.7368846
You block new entry on my existing list and force me to upgrade to premium if I won't to continue.,Negative,1,Premium / paywall friction,9.459744,3.643398
"Perfect app, except for 12-hour sync with Google calendar",Negative,10,Calendar integration,15.573068,7.2093425
Love the app but it became annoying with the upgrade requests. Bye!!. Update.. Reinstalled but useless now that they've gotten cheap with the themes. I have visual issues so require a darker theme. Only light theme is now free.,Negative,7,App stability & updates,11.710858,3.8502684
"This app is amazing! Very convenient to be honest. Everything is just there for u to setup, the interface looks simple but great, especially the dark theme. I love it. One main thing about this app is that the premium section of it does not overwhelm the user. It's there but it doesn't shovel itself to the users face. Compared to the others I've used this is a better deal.",Positive,2,General positive,12.105815,3.557865
